clean_review,sentiment
little more improvement ,Positive
all order leakage form container,Neutral
actually what i ordered and what i got both is different...i ate many times in same dish same restaurant. ruin my evening,Negative
this time food is very bad ni tesh also chicken pics is not good after eat very bad semll in this food . test also bed so not very happy this service and food quality..,Negative
quality of food.,Neutral
masala papad ka packet 40 rs ka hota hai ...aur aap ek papad 40 ka dete ho,Neutral
rude behaviour ,Negative
it was totally different from what i’ve order,Neutral
good food,Positive
waste of money,Negative
terrible experience there was nail in the roti. the photo is attached next to the bolus,Negative
no onion or chutney send my with order,Negative
very bad packaging ,Negative
every time food quality is good but this time i think it's very salty.both starters are not estable.,Positive
fine,Positive
dabe me se oli nikla tha or ... maf kr naa 65 acha tha baki sab me problem hi hai chaval me namak nhi tha or roti  aachi trha se paki nhi thi aaj peli bar muje order me mza nhi aaya khana let aaya or ye sab thik nhi lga ,Negative
mast,Neutral
make it more spicy ,Neutral
good ,Positive
covenity problem also test ,Negative
the delivery boy forget the place i marked and goes wrong way but biryani taste and his before time come on that area that i like what ever  he get wrong turn but taste is awesome,Positive
good service,Positive
not good,Negative
nice chicken biryani recipe so happy ,Positive
very nice,Positive
taste is not good and instead of tikka biryani normal biryani had come,Negative
mast ,Neutral
bakwash biryani thi yaha se kabhi mat mangana ,Neutral
i got found stone inside the package very bed experience ,Neutral
wong recommend,Positive
nice,Positive
on time ,Neutral
biryani me bal nikal rahe h bahut h ghatiya saf safai bilkun nahi h ,Neutral
all taste same,Neutral
very very nice,Positive
super test,Positive
nice ,Positive
ok ok,Positive
nice ,Positive
tasty biryani ,Neutral
nice ,Positive
30 mint after needs to biryani ,Neutral
bad food,Negative
good,Positive
good,Positive
"filled with plain rice,",Neutral
not a good test ,Negative
best of luck ,Positive
great,Positive
delivery service is very fast and delivery boy is good in behaviour....,Positive
"it is not a biriyani, pathetic taste",Positive
that’s cheating i’m ordering chicken biryani hi was send me paneer biryani,Negative
good behaviour ,Positive
very good behave and timely reach at location....,Positive
exalnt,Neutral
best biryani ever go for it taste is soo good enjoy,Positive
good,Positive
did not receive the peri peri fries with frankie even after paying for both of them,Neutral
it’s good but not same taste compared to last ordered,Positive
make it a little soft,Neutral
"it was not what i order it was something different frankie's needs improvement never order from zomato other delivery apps are better sorry , regards ",Positive
i order 3 diffrent test frankie total order 4 restaurant send all food in same packing without any tag all mixed up and and not found without. having test also used plastick silver chief paper used ,Neutral
worst food ever,Negative
it's not same which i ordered its full of test less poteto and too much mayonnaise insted of cheess,Neutral
"i order this often, but this time it did not taste the usual. ",Neutral
i ordered 2 frankies but none was labelled.. hassel to identify which one was which otherwise food was good.,Positive
never going to order from here as this the order i got was not that i ordered ,Neutral
jain kese pata chalengea,Neutral
i ordered 2 franky but  i only get one,Neutral
it's stale food taste is very bad ,Negative
very bad,Negative
hope no paneer &amp; cheese extra add,Positive
amazing  ...,Positive
"we needs delivery man like him, ",Positive
perfect ,Positive
amazing ,Positive
the packaging has to be appropriate. ,Neutral
no more cheese nd no test ,Negative
"yes, we wait for long to get good tasty good for our hunger but this is not what we deserve after paying good amount....",Positive
tha packeging was nt proper the frankie was nt properly packed and cnt be easily eat all the stuff was coming out,Positive
no taste,Negative
pahle jaisa taste nahi tha and crspy nahi thapacking not good,Negative
awesome. will repeat again in future,Positive
empty frankie no materials inside,Negative
very bad ,Negative
"highly unsetisfectry uncooked and unbeatable food,never going to try again ",Neutral
bad food .,Negative
the frankie was not tasty. the vegetables used did not seemed fresh.,Negative
i have told the instructions then also not follow ,Neutral
testy ynmm,Neutral
vry bad,Negative
very bad. it was not special it was jst chinese franky. ntng special.,Negative
bakwas test,Neutral
worst food test lesss wala paisa waisted he bhi koi magana matt yaha se ghatiya hain khud test kr ke bol rha hun bohot hi jyada worsted test hain,Negative
manchurian cheeze ki jagah paneer cheeze frankie deliver aai hebahot bekar thi frankie,Neutral
thank you faster dilevary,Positive
pls don't delay in delivery ,Positive
take this back,Neutral
nice,Positive
"i've always enjoyed this combo. being a foodie, this combo never disappoints me. it costs around 183 rupees(including delivery taxes) and doesn't disappoint at all. the quantity and taste is such a delight. ",Positive
very bad test. no value of money. only two peace in chicken laziz handi.,Negative
good ,Positive
nice service,Positive
very poor quantity ,Negative
masala kam tha,Neutral
hopeless taste never order again. ,Negative
roti main se dhaga(thread nikala). dhyan seaaj ki roti bhi barabar nahj thi..aisa laga dusri kahi jagah se bana ke bheji hau total disappointment ,Negative
delivery was soo late.! it have taken almost 50min for delivery,Neutral
"i placed the order for butter roti and i got chappathi, not fair",Negative
the item i recieved was not laziz handi ...i don't know what it was but was of very poor quality...first time i had this bad experience....,Negative
,Neutral
happy ,Positive
want refund,Positive
authentic chicken biryani taste you have in this hyderabadi chicken dum biryani recipe delhi dastarkhwan.. i always order biryani only from you because of that original aroma and taste.. i really appreciated ,Positive
hopeless,Negative
worst graby ever,Negative
worst taste ever,Negative
very delicious but too spicy ,Positive
worst restaurant i have ever seen i received cockroach in biryani ,Negative
very nice ,Positive
na biryani wala color hai na biryani wali khushbu sale ne chawal ubaalkar bhej diya aur band karte hotel,Neutral
very bad ,Negative
very bed ,Neutral
its not taste like fried rice,Negative
briyani me masala kam tha,Neutral
to late delivery,Neutral
it can not be called biryani...it was just rice (. tasteless) and 2 chicken pieces (blend) ...pathetic taste and worst biryani i ever had ,Negative
worst roti,Negative
yummy ,Positive
the food wasn't worth more than 200 rupees ,Negative
tasty is awesome ,Positive
specially requested for green chutney but not  received . it's every time happening ,Neutral
food was not as per taste. it wasn't tasty. chap was not cooked properly ,Neutral
it was my bad expernce,Negative
nice,Positive
worst people at restaurants,Negative
only oil floating even no onion given,Negative
taste was good but portion was less,Positive
authentic test ,Neutral
bekr khana,Neutral
the quality was not as good as before.,Negative
quantity is low,Negative
uncooked and salty food,Neutral
increase portion of sabji.,Positive
bad preparing,Negative
very rough behavior of restaurant staff on phone ,Neutral
good ,Positive
items were missing and refund amount was not equal to order,Negative
,Neutral
no garlic in cheese garlic nan,Negative
pl.refund my dal fry rupees,Neutral
surb teste ,Neutral
quantity is also not appropriate to serve 1 person and rirce dal bhth are verymuch undercooked,Neutral
supplied two mix veg paratha ,Neutral
good ,Positive
full thali me jira rice dal fry to tahi nahi,Neutral
great food,Positive
best dal makhani ,Positive
nice job and behaviour ,Positive
"i have ordered paneer cheese paratha and there is no cheese added, completely disappointed very bad management and horrible experience",Negative
delivery boy was good,Positive
taste is good but portion is too less.,Positive
munchuriyan is very cold and roti is very cold not happy ,Negative
paratha is not well coked,Negative
not proper food  packing delievery plz seen proper food packaging any order,Positive
test is superb but salad is not received need salad,Positive
